Date,Amount,Orig_Acct_ID,Orig_Name,Orig_Crncy,Orig_Risk,Bene_Acct_ID,Bene_Name,Bene_Risk,Rcv_Crncy,Risk_Rtg
2020-07-03,70716.75,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,27.8
2020-07-03,2807.86,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,EUR,37.8
2020-07-03,16929,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,36.1
2020-07-03,3688.43,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,78.9
2020-07-03,15020.81,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,42.2
2020-07-03,94392.93,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,67.8
2020-07-03,4026.43,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,2.9
2020-07-03,2265.8,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,57.3
2020-07-06,2108.63,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,86
2020-07-06,10039.24,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,84.6
2020-07-06,2535.6,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,92.2
2020-07-06,6917.83,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,JPY,58
2020-07-06,5392.68,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,45.3
2020-07-06,11617.84,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,24.6
2020-07-06,201321.83,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,4.5
2020-07-06,1822.02,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,GBP,92.1
2020-07-06,1529.28,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,85.1
2020-07-06,67152.19,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,JPY,13.3
2020-07-06,3594.04,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,GBP,56.4
2020-07-06,27432,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,84.9
2020-07-06,2314.58,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,82.1
2020-07-07,765.74,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,40.3
2020-07-07,32580.07,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,6.9
2020-07-07,1595.16,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,3.6
2020-07-07,5389.42,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,GBP,56.3
2020-07-08,4880.38,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,INR,74.8
2020-07-08,1705.65,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,61.1
2020-07-08,29819.32,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,GBP,85.7
2020-07-08,14335.1,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,94.9
2020-07-08,6524.81,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,30.3
2020-07-08,5768,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,45.2
2020-07-08,2671.7,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,79.2
2020-07-08,1522.32,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,GBP,4.1
2020-07-08,26614.98,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,GBP,37.9
2020-07-08,158479.18,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,CAD,29
2020-07-08,2153.39,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,0.5
2020-07-09,274.98,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,CAD,41.8
2020-07-09,4999.99,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,53.2
2020-07-09,2332.09,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,50.1
2020-07-09,2427.24,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,11.1
2020-07-09,5020.49,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,60.3
2020-07-09,5935.6,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,CAD,37.8
2020-07-09,2314.81,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,77.1
2020-07-09,4429.73,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,44.5
2020-07-09,8821.6,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,22.3
2020-07-10,3823.2,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,GBP,5.7
2020-07-10,32792.7,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,95.1
2020-07-10,33,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,23.9
2020-07-10,1707,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,25.5
2020-07-10,1275.4,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,GBP,10
2020-07-10,4303.18,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,78.5
2020-07-10,8575.52,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,CAD,17.7
2020-07-10,21475.02,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,41.2
2020-07-10,1138.7,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,91.5
2020-07-13,12835.6,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,CAD,11.4
2020-07-13,32845.93,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,72
2020-07-13,51437.55,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,58.5
2020-07-13,9799.68,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,3
2020-07-13,10628.75,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,CZK,52.4
2020-07-13,124586.05,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,45.2
2020-07-13,50554.17,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,20.2
2020-07-13,236980.34,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,69.9
2020-07-13,13411.65,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,GBP,81.8
2020-07-13,125820.1,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,NZD,78.7
2020-07-13,4326.25,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,JPY,3.3
2020-07-14,17343.81,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,81.3
2020-07-14,14231.16,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,73.2
2020-07-14,2514.97,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,GBP,12.3
2020-07-14,1461.86,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,4.7
2020-07-14,16546.95,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,85.8
2020-07-14,1370.88,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,56.2
2020-07-14,782.32,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,54.2
2020-07-14,2747.9,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,20.5
2020-07-14,3510.72,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,17.2
2020-07-14,2522.85,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,9.5
2020-07-14,1723.2,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,71.4
2020-07-14,3431.4,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,63.6
2020-07-14,1885.54,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,54.9
2020-07-14,4068.16,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,64.5
2020-07-14,3856.95,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,39
2020-07-14,546.42,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,NOK,68.2
2020-07-15,99836,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,PHP,25.9
2020-07-15,3103.9,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,GBP,45.5
2020-07-15,3577.7,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,PHP,20
2020-07-15,7454.38,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,CAD,31.5
2020-07-15,49845.15,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,PHP,91.9
2020-07-15,182.2,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,INR,55.4
2020-07-15,1856.39,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,CAD,38.7
2020-07-15,32244.23,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,80.5
2020-07-15,36941,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,84.5
2020-07-15,4959.11,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,53.1
2020-07-15,14134.32,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,54
2020-07-15,3785.29,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,10
2020-07-15,2007.89,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,77.6
2020-07-15,32826.7,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,65.6
2020-07-16,2091.48,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,CAD,5
2020-07-16,45113.1,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,86.9
2020-07-16,11224.2,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,36.2
2020-07-16,5965.59,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,24.2
2020-07-16,22856,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,20.4
2020-07-16,442.05,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,24.2
2020-07-16,2534,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,GBP,89.1
2020-07-16,2029.71,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,GBP,45.8
2020-07-16,22534,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,38.6
2020-07-16,3056.81,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,JPY,76.3
2020-07-16,5071.6,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,GBP,23.2
2020-07-16,12902.83,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,EUR,62.2
2020-07-16,34000,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,73.3
2020-07-16,3822.3,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,22.3
2020-07-16,3283.5,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,76.6
2020-07-17,42408.26,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,88.8
2020-07-17,286371.52,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,CHF,6.9
2020-07-17,275696.27,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,GBP,43.9
2020-07-17,3743.63,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,GBP,96.6
2020-07-17,9986.39,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,GBP,3.6
2020-07-17,68610,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,49.9
2020-07-17,88502.4,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,38.8
2020-07-17,10600.67,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,NOK,74.9
2020-07-17,5686.85,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,67.1
2020-07-17,34736.22,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,CZK,36.5
2020-07-17,88285.65,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,CHF,49.7
2020-07-17,24017.94,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,70.5
2020-07-20,8227.25,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,GBP,63.6
2020-07-20,8162.71,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,0.8
2020-07-20,8103.85,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,32.4
2020-07-20,4606.96,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,19.6
2020-07-20,115365.6,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,79.2
2020-07-20,1152.4,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,13.7
2020-07-20,3482.7,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,87.3
2020-07-20,5149.05,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,60.5
2020-07-20,7145.77,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,GBP,3.4
2020-07-20,10545.34,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,38.1
2020-07-20,4550.39,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,87.1
2020-07-20,4723.88,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,CAD,93
2020-07-20,50337.86,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,80.2
2020-07-20,14866.8,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,28.5
2020-07-20,12171.22,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,GBP,94.8
2020-07-21,11311.91,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,EUR,56.8
2020-07-21,2307.28,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,22.7
2020-07-21,125.3,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,GBP,88.6
2020-07-21,11759.18,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,53.8
2020-07-21,6272.2,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,39.5
2020-07-21,3531.84,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,43
2020-07-21,3584.49,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,88.4
2020-07-21,290.77,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,DKK,43.3
2020-07-21,16167.52,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,88
2020-07-21,5433.89,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,NZD,64.9
2020-07-21,83868.75,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,79.3
2020-07-21,134085.18,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,48.5
2020-07-21,16483.81,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,94.2
2020-07-21,2559.85,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,0.2
2020-07-21,503.1,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,NZD,63.2
2020-07-21,32791.17,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,GBP,11.3
2020-07-21,13603.04,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,EUR,30.8
2020-07-21,10448.14,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,CHF,17.8
2020-07-21,1541.07,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,4.5
2020-07-21,7022.85,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,71.4
2020-07-21,1044.45,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,22.2
2020-07-22,1075.9,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,CHF,15.3
2020-07-22,765.85,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,51.2
2020-07-22,17600,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,85.1
2020-07-22,3101.21,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,45.3
2020-07-22,1690.19,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,30.5
2020-07-22,2993.56,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,56.1
2020-07-22,5000,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,59.7
2020-07-22,9236.88,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,GBP,47.6
2020-07-22,7506.96,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,11.9
2020-07-22,70000,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,JPY,34.5
2020-07-23,31677.78,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,CAD,13.4
2020-07-23,981.82,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,95.6
2020-07-23,24874.65,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,CAD,15.6
2020-07-23,15143.69,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,36.9
2020-07-23,4127.82,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,27.6
2020-07-23,454.04,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,GBP,87.6
2020-07-23,3440.43,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,GBP,58.1
2020-07-23,6299.11,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,72.6
2020-07-23,961.88,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,GBP,35.2
2020-07-23,10954.4,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,6
2020-07-23,693.66,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,13.5
2020-07-23,48521.77,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,GBP,48
2020-07-23,10760.24,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,CAD,6
2020-07-23,59209.63,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,PHP,32
2020-07-23,4139.04,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,46.1
2020-07-23,198.7,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,66.5
2020-07-23,1749.9,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,GBP,3.7
2020-07-23,5837.33,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,25.1
2020-07-24,130804.25,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,68
2020-07-24,383.55,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,11.2
2020-07-24,2923.25,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,61.7
2020-07-24,49681.8,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,86.9
2020-07-24,9293.59,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,CAD,89.9
2020-07-24,53840,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,43
2020-07-24,149.89,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,33.8
2020-07-24,129.11,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,17.1
2020-07-24,7563.9,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,54.7
2020-07-24,2659.14,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,84.2
2020-07-24,8762.57,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,83.9
2020-07-24,16774.65,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,42.1
2020-07-24,12512.95,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,64.9
2020-07-24,26180.97,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,CAD,67.2
2020-07-24,129.96,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,GBP,72.2
2020-07-24,2322200,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,EUR,40.1
2020-07-27,17181.6,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,CAD,26.4
2020-07-27,12246.62,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,EUR,56.3
2020-07-27,48419.91,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,35.8
2020-07-27,275756.87,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,CAD,16.8
2020-07-27,1290.3,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,GBP,59.9
2020-07-27,68249.02,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,45.5
2020-07-27,15196.96,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,61.7
2020-07-27,102435.01,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,83.4
2020-07-27,2107.63,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,CAD,79.4
2020-07-27,745.26,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,GBP,16.1
2020-07-28,4188.89,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,EUR,23.2
2020-07-28,13294.93,123581321,MALLIK J,USD,LOW,47660212,KEVIN,LOW,EUR,50.4
2020-07-28,591.58,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,75.2
2020-07-28,1174.05,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,GBP,29.5
2020-07-28,58230,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,3.3
2020-07-28,3264.99,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,EUR,74.2
2020-07-28,1033.29,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,73
2020-07-28,11667.46,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,61
2020-07-28,49211.67,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,JPY,69.3
2020-07-28,113981.76,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,CAD,99.8
2020-07-28,498.22,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,9.6
2020-07-28,13900.61,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,EUR,61.4
2020-07-28,2716.29,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,36.4
2020-07-28,1396.85,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,4.2
2020-07-28,32052.5,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,GBP,32.6
2020-07-28,36794.88,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,CAD,34.3
2020-07-28,10073.03,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,32.7
2020-07-28,3166.17,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,93.9
2020-07-28,21084.1,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,11.6
2020-07-28,2370.57,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,EUR,82.5
2020-07-29,6064.04,123581321,MALLIK J,USD,LOW,57853014,LAUREN,HIGH,RON,95
2020-07-29,5409.44,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,46.1
2020-07-29,1202.5,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,CAD,48.9
2020-07-29,240795.37,123581321,MALLIK J,USD,LOW,48205754,SURESH,MED,CHF,58.4
2020-07-29,31541.29,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,4.9
2020-07-29,24668.61,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,GBP,97.9
2020-07-29,11145.19,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,59.6
2020-07-29,2927.07,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,CAD,19.2
2020-07-29,2944.5,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,84.1
2020-07-29,883.2,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,55.5
2020-07-29,52282.58,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,GBP,90.3
2020-07-30,45060.4,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,6
2020-07-30,6004.7,123581321,MALLIK J,USD,LOW,37915221,MARK,LOW,CNY,98.1
2020-07-30,1159.59,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,JPY,67.5
2020-07-30,17175.19,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,GBP,27.1
2020-07-30,3251.36,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,GBP,92.6
2020-07-30,58985,123581321,MALLIK J,USD,LOW,48205754,SURESH,HIGH,EUR,81.1
2020-07-30,87113.3,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,EUR,48
2020-07-30,40765.57,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,EUR,83.2
2020-07-30,20578.85,123581321,MALLIK J,USD,LOW,47660212,KEVIN,HIGH,CAD,65.3
2020-07-30,15464.16,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,2
2020-07-30,33259.38,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,AUD,70.9
2020-07-30,12626.87,123581321,MALLIK J,USD,LOW,93810450,ALOK,MED,EUR,89.3
2020-07-30,3000,123581321,MALLIK J,USD,LOW,57853014,LAUREN,MED,EUR,28.8
2020-07-30,13441,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,GBP,91.7
2020-07-31,92284.85,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,66.3
2020-07-31,11833,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,17.6
2020-07-31,3735.94,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,JPY,18.8
2020-07-31,372.94,123581321,MALLIK J,USD,LOW,93810450,ALOK,LOW,MXN,7.4
2020-07-31,28310,123581321,MALLIK J,USD,LOW,37915221,MARK,HIGH,EUR,88.5
2020-07-31,4251.61,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,EUR,98.8
2020-07-31,22592.4,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,23.7
2020-07-31,72546.23,123581321,MALLIK J,USD,LOW,47660212,KEVIN,MED,EUR,1.2
2020-07-31,20140,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,LOW,NOK,31.5
2020-07-31,2629,123581321,MALLIK J,USD,LOW,48205754,SURESH,LOW,GBP,42.6
2020-07-31,39812.5,123581321,MALLIK J,USD,LOW,37915221,MARK,MED,EUR,28.8
2020-07-31,107526.88,123581321,MALLIK J,USD,LOW,93810450,ALOK,HIGH,PLN,54.6
2020-08-03,471.25,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,MED,JPY,80.3
2020-08-03,18981.09,123581321,MALLIK J,USD,LOW,57853014,LAUREN,LOW,EUR,72.3
2020-08-03,118.94,123581321,MALLIK J,USD,LOW,16922038,ADRIAN,HIGH,EUR,93.7
